ano;cod_ibge;nome_mun;populacao;homens;mulheres;razao_sexo;id_media;dens_demog
2000;3543105;Ribeirão Corrente;3874;2061;1813;88;28,9;26,1
2000;3543204;Ribeirão do Sul;4488;2287;2201;96,2;31,8;22,1
2000;3543238;Ribeirão dos Índios;2221;1144;1077;94,1;33,6;11,3
2000;3543253;Ribeirão Grande;7377;3809;3568;93,7;28,1;22,1
2000;3543303;Ribeirão Pires;104305;51533;52772;102,4;29,5;1053,9
2000;3543402;Ribeirão Preto;504162;242667;261495;107,8;31,4;774,5
2000;3543501;Riversul;7210;3686;3524;95,6;30,7;18,7
2000;3543600;Rifaina;3321;1700;1621;95,4;31,6;20,4
2000;3543709;Rincão;10330;5226;5104;97,7;29,3;32,6
2000;3543808;Rinópolis;10263;5271;4992;94,7;34,2;28,6
2000;3543907;Rio Claro;167902;82077;85825;104,6;31,9;336,9
2000;3544004;Rio das Pedras;23448;11945;11503;96,3;29;103,5
2000;3544103;Rio Grande da Serra;37015;18430;18585;100,8;26,7;1018,6
2000;3544202;Riolândia;8552;4772;3780;79,2;30,8;13,5
2000;3544251;Rosana;24192;12272;11920;97,1;26,7;32,5
2000;3544301;Roseira;8551;4354;4197;96,4;28,3;65,9
2000;3544400;Rubiácea;2340;1192;1148;96,3;30,8;9,9
2000;3544509;Rubinéia;2611;1291;1320;102,2;33,9;10,8
2000;3544608;Sabino;4947;2472;2475;100,1;32,8;16,2
2000;3544707;Sagres;2441;1243;1198;96,4;31,4;16,5
2000;3544806;Sales;4555;2319;2236;96,4;31,7;14,8
2000;3544905;Sales Oliveira;9308;4673;4635;99,2;31,1;30,4
2000;3545001;Salesópolis;14326;7249;7077;97,6;29,6;33,7
2000;3545100;Salmourão;4402;2241;2161;96,4;32;25,5
2000;3545159;Saltinho;5792;2923;2869;98,2;32,2;58,1
2000;3545209;Salto;92933;46479;46454;99,9;29,2;698,4
2000;3545308;Salto de Pirapora;34965;17538;17427;99,4;28,9;124,7
2000;3545407;Salto Grande;8437;4243;4194;98,8;31,6;44,8
2000;3545506;Sandovalina;3082;1530;1552;101,4;28,1;6,8
2000;3545605;Santa Adélia;13441;6792;6649;97,9;31,9;40,7
2000;3545704;Santa Albertina;5589;2810;2779;98,9;35,2;20,5
2000;3545803;Santa Bárbara d'Oeste;169818;84813;85005;100,2;29,8;626,6
2000;3546009;Santa Branca;12982;6563;6419;97,8;30,3;47,7
2000;3546108;Santa Clara d'Oeste;2126;1067;1059;99,3;33,4;11,6
2000;3546207;Santa Cruz da Conceição;3525;1806;1719;95,2;32;23,5
2000;3546256;Santa Cruz da Esperança;1795;919;876;95,3;30,1;12,1
2000;3546306;Santa Cruz das Palmeiras;25517;12887;12630;98;29,9;86,4
2000;3546405;Santa Cruz do Rio Pardo;40876;20253;20623;101,8;31,5;36,7
2000;3546504;Santa Ernestina;5739;3119;2620;84;28,3;42,7
2000;3546603;Santa Fé do Sul;26478;12883;13595;105,5;33,1;128,2
2000;3546702;Santa Gertrudes;15845;8071;7774;96,3;29;161,2
2000;3546801;Santa Isabel;43682;22061;21621;98;28,7;120,2
2000;3546900;Santa Lúcia;7837;4050;3787;93,5;28,1;50,9
2000;3547007;Santa Maria da Serra;4669;2440;2229;91,4;29,2;18,5
2000;3547106;Santa Mercedes;2805;1420;1385;97,5;32,2;16,8
2000;3547205;Santana da Ponte Pensa;1898;981;917;93,5;35,6;14,6
2000;3547304;Santana de Parnaíba;74343;37049;37294;100,7;26,9;413,1
2000;3547403;Santa Rita d'Oeste;2701;1359;1342;98,7;35,8;12,9
2000;3547502;Santa Rita do Passa Quatro;26118;12734;13384;105,1;34,4;34,6
2000;3547601;Santa Rosa de Viterbo;21413;10674;10739;100,6;31,1;74,2
2000;3547650;Santa Salete;1379;725;654;90,2;35,8;17,4
2000;3547700;Santo Anastácio;20741;10139;10602;104,6;32,2;37,5
2000;3547809;Santo André;649000;313654;335346;106,9;31,9;3692,1
2000;3547908;Santo Antônio da Alegria;5757;2997;2760;92,1;31,5;18,6
2000;3548005;Santo Antônio de Posse;18074;9107;8967;98,5;29,9;117,3
2000;3548054;Santo Antônio do Aracanguá;6930;3606;3324;92,2;29,9;5,3
2000;3548104;Santo Antônio do Jardim;6150;3217;2933;91,2;31,8;55,9
2000;3548203;Santo Antônio do Pinhal;6318;3245;3073;94,7;29;47,5
2000;3548302;Santo Expedito;2523;1302;1221;93,8;32,8;26,7
2000;3548401;Santópolis do Aguapeí;3816;1943;1873;96,4;30,2;29,8
2000;3548500;Santos;417975;193222;224753;116,3;35,5;1487,3
2000;3548609;São Bento do Sapucaí;10339;5238;5101;97,4;31,7;40,9
2000;3548708;São Bernardo do Campo;701756;341415;360341;105,5;29,5;1713,6
2000;3548807;São Caetano do Sul;140241;65556;74685;113,9;36,4;9147,7
2000;3548906;São Carlos;192639;95410;97229;101,9;31,6;169,4
2000;3549003;São Francisco;2860;1443;1417;98,2;33,4;37,8
2000;3549102;São João da Boa Vista;77304;38006;39298;103,4;32,5;149,7
2000;3549201;São João das Duas Pontes;2661;1358;1303;95,9;31,7;20,6
2000;3549250;São João de Iracema;1671;856;815;95,2;31,9;9,4
2000;3549300;São João do Pau d'Alho;2185;1108;1077;97,2;34,9;18,6
2000;3549409;São Joaquim da Barra;41530;20493;21037;102,7;30,9;101,1
2000;3549508;São José da Bela Vista;8066;4123;3943;95,6;28,6;29,1
2000;3549607;São José do Barreiro;4141;2158;1983;91,9;30,4;7,3
2000;3549706;São José do Rio Pardo;50022;24794;25228;101,8;31,4;119,2
2000;3549805;São José do Rio Preto;357705;173080;184625;106,7;32,2;828,1
2000;3549904;São José dos Campos;538298;265968;272330;102,4;28,8;489,6
2000;3549953;São Lourenço da Serra;12145;6156;5989;97,3;27,7;65,1
2000;3550001;São Luiz do Paraitinga;10424;5406;5018;92,8;31,5;16,9
2000;3550100;São Manuel;36502;18103;18399;101,6;30,5;56,1
2000;3550209;São Miguel Arcanjo;30743;15732;15011;95,4;27,9;33
2000;3550308;São Paulo;10426384;4968927;5457457;109,8;30,7;6854
2000;3550407;São Pedro;27811;13706;14105;102,9;31,7;45,5
2000;3550506;São Pedro do Turvo;6889;3486;3403;97,6;30,5;9,4
2000;3550605;São Roque;66537;33124;33413;100,9;30,4;216,8
2000;3550704;São Sebastião;57745;29256;28489;97,4;27,6;143,5
2000;3550803;São Sebastião da Grama;12448;6330;6118;96,7;30,8;49,3
2000;3550902;São Simão;13658;6811;6847;100,5;31,4;22,1
2000;3551009;São Vicente;303199;147038;156161;106,2;29,7;2046,6
2000;3551108;Sarapuí;7792;4059;3733;92;29,7;22,1
2000;3551207;Sarutaiá;3732;1880;1852;98,5;30,8;26,4
2000;3551306;Sebastianópolis do Sul;2546;1301;1245;95,7;34,2;15,2
2000;3551405;Serra Azul;7433;3778;3655;96,7;28,3;26,3
2000;3551504;Serrana;32499;16363;16136;98,6;27,4;257,8
2000;3551603;Serra Negra;23829;11756;12073;102,7;33,2;117
2000;3551702;Sertãozinho;94499;47445;47054;99,2;29,5;234,4
2000;3551801;Sete Barras;13702;7162;6540;91,3;28,1;12,9
2000;3551900;Severínia;13570;7053;6517;92,4;28,5;96,6
2000;3552007;Silveiras;5373;2762;2611;94,5;30;13
2000;3552106;Socorro;32684;16325;16359;100,2;33,4;72,8
2000;3552205;Sorocaba;492245;242183;250062;103,3;29,9;1094,2
2000;3552304;Sud Mennucci;7363;3752;3611;96,2;29,8;12,4
2000;3552403;Sumaré;196099;98405;97694;99,3;28;1277,8
2000;3552502;Suzano;227917;112870;115047;101,9;27,3;1105,1
2000;3552551;Suzanápolis;2786;1434;1352;94,3;32;8,4
2000;3552601;Tabapuã;10488;5303;5185;97,8;33,2;30,3
2000;3552700;Tabatinga;12967;6580;6387;97,1;30,5;35,2
2000;3552809;Taboão da Serra;197247;95165;102082;107,3;27,5;9674,8
2000;3552908;Taciba;5216;2654;2562;96,5;30,3;8,6
2000;3553005;Taguaí;7458;3776;3682;97,5;30;51,3
2000;3553104;Taiaçu;5613;2848;2765;97,1;30,9;52,4
2000;3553203;Taiúva;5503;2760;2743;99,4;33;41,5
2000;3553302;Tambaú;22234;11242;10992;97,8;30,8;39,6
2000;3553401;Tanabi;22577;11187;11390;101,8;33,4;30,2
2000;3553500;Tapiraí;8538;4394;4144;94,3;27,8;11,3
2000;3553609;Tapiratiba;12931;6423;6508;101,3;30;58,3
2000;3553658;Taquaral;2721;1404;1317;93,8;30,5;50,5
2000;3553708;Taquaritinga;52013;26331;25682;97,5;31,1;87,5
2000;3553807;Taquarituba;21947;11042;10905;98,8;29,7;48,9
2000;3553856;Taquarivaí;4457;2274;2183;96;25,6;19,2
2000;3553906;Tarabai;5775;2927;2848;97,3;29,5;28,7
2000;3553955;Tarumã;10731;5501;5230;95,1;28,5;35,4
2000;3554003;Tatuí;93235;46439;46796;100,8;29,9;178
2000;3554102;Taubaté;243783;120119;123664;103;30,1;390,1
2000;3554201;Tejupá;5330;2803;2527;90,2;27,9;18
2000;3554300;Teodoro Sampaio;19991;10020;9971;99,5;28,3;12,8
2000;3554409;Terra Roxa;7741;3950;3791;96;30,9;34,9
2000;3554508;Tietê;31638;15712;15926;101,4;31,5;78,2
2000;3554607;Timburi;2732;1407;1325;94,2;32,8;13,9
2000;3554656;Torre de Pedra;2133;1084;1049;96,8;33,1;29,9
2000;3554706;Torrinha;8824;4473;4351;97,3;32,8;28
2000;3554755;Trabiju;1380;718;662;92,2;29,8;21,8
2000;3554805;Tremembé;34746;18084;16662;92,1;29,3;181,8
2000;3554904;Três Fronteiras;5158;2595;2563;98,8;33,9;34
2000;3554953;Tuiuti;4947;2554;2393;93,7;32,9;39
2000;3555000;Tupã;63288;30827;32461;105,3;33,4;100,8
2000;3555109;Tupi Paulista;13293;6565;6728;102,5;35,4;54,3
2000;3555208;Turiúba;1897;972;925;95,2;35,3;12,4
2000;3555307;Turmalina;2369;1184;1185;100,1;34,9;16
2000;3555356;Ubarana;4204;2199;2005;91,2;28,5;20
2000;3555406;Ubatuba;66644;33780;32864;97,3;27,3;94,1
2000;3555505;Ubirajara;4156;2136;2020;94,6;31;14,7
2000;3555604;Uchoa;9028;4536;4492;99;33,7;35,8
2000;3555703;União Paulista;1354;703;651;92,6;33,5;17,1
2000;3555802;Urânia;8822;4414;4408;99,9;33,5;42,2
2000;3555901;Uru;1404;731;673;92,1;33,6;9,6
2000;3556008;Urupês;11825;5968;5857;98,1;34;36,5
2000;3556107;Valentim Gentil;8575;4366;4209;96,4;31,2;57,3
2000;3556206;Valinhos;82817;41281;41536;100,6;31,4;557,5
2000;3556305;Valparaíso;18554;9734;8820;90,6;30,3;21,6
2000;3556354;Vargem;6953;3578;3375;94,3;31,6;48,8
2000;3556404;Vargem Grande do Sul;36247;18072;18175;100,6;31,1;135,7
2000;3556453;Vargem Grande Paulista;32464;16261;16203;99,6;27,2;764
2000;3556503;Várzea Paulista;92537;46461;46076;99,2;27,4;2634,9
2000;3556602;Vera Cruz;11085;5520;5565;100,8;32,1;44,7
2000;3556701;Vinhedo;47065;23416;23649;101;30,9;581,4
2000;3556800;Viradouro;15933;8061;7872;97,7;30,1;73,2
2000;3556909;Vista Alegre do Alto;4742;2383;2359;99;31,7;49,7
2000;3556958;Vitória Brasil;1673;860;813;94,5;31,3;33,6
2000;3557006;Votorantim;95767;47793;47974;100,4;28,5;519,9
2000;3557105;Votuporanga;75528;37060;38468;103,8;32,7;179,5
2000;3557154;Zacarias;1947;1007;940;93,3;32,5;6,1
2000;3557204;Chavantes;12189;6082;6107;100,4;30,3;64,6
2000;3557303;Estiva Gerbi;8832;4562;4270;93,6;28,8;119,1
2001;3500105;Adamantina;33577;16360;17217;105,2;34,1;81,5
2001;3500204;Adolfo;3685;1871;1814;97;32,6;17,5
2001;3500303;Aguaí;28586;14337;14249;99,4;30,6;60,2
2001;3500402;Águas da Prata;7178;3610;3568;98,8;34,3;50,3
2001;3500501;Águas de Lindóia;16264;8048;8216;102,1;32,2;270,5
2001;3500550;Águas de Santa Bárbara;5252;2648;2604;98,3;31,5;13
2001;3500600;Águas de São Pedro;1968;905;1063;117,5;38,3;544,8
2001;3500709;Agudos;32740;16269;16471;101,2;29,4;33,9
2001;3500758;Alambari;3771;1939;1832;94,5;29,5;23,6
2001;3500808;Alfredo Marcondes;3725;1894;1831;96,7;34,4;31,3
2001;3500907;Altair;3555;1898;1657;87,3;29,4;11,4
2001;3501004;Altinópolis;15529;7842;7687;98;31,5;16,7
2001;3501103;Alto Alegre;4250;2213;2037;92;35;13,3
2001;3501152;Alumínio;15424;7786;7638;98,1;28;184,5
2001;3501202;Álvares Florence;4289;2236;2053;91,8;35,7;11,8
2001;3501301;Álvares Machado;22757;11429;11328;99,1;30,6;65,5
2001;3501400;Álvaro de Carvalho;4156;2505;1651;65,9;30;27
2001;3501509;Alvinlândia;2859;1442;1417;98,3;30,3;33,7
2001;3501608;Americana;185311;91590;93721;102,3;32,2;1383,8
2001;3501707;Américo Brasiliense;28817;14656;14161;96,6;27,7;234,4
2001;3501806;Américo de Campos;5618;2816;2802;99,5;34,1;22,2
2001;3501905;Amparo;60958;30368;30590;100,7;32,4;136,9
2001;3502002;Analândia;3638;1885;1753;93;31,1;11,2
2001;3502101;Andradina;55251;27239;28012;102,8;32,7;57,3
2001;3502200;Angatuba;19599;10072;9527;94,6;30,6;19,1
2001;3502309;Anhembi;4628;2388;2240;93,8;30,5;6,3
2001;3502408;Anhumas;3452;1759;1693;96,2;31,2;10,8
2001;3502507;Aparecida;34893;17095;17798;104,1;30,7;288,6
2001;3502606;Aparecida d'Oeste;4904;2437;2467;101,2;34,2;27,4
2001;3502705;Apiaí;27085;13654;13431;98,4;27,2;27,8
2001;3502754;Araçariguama;11662;5991;5671;94,7;27,3;80,3
2001;3502804;Araçatuba;170607;82579;88028;106,6;32,6;146,2
2001;3502903;Araçoiaba da Serra;20539;10343;10196;98,6;30,8;80,4
2001;3503000;Aramina;4805;2445;2360;96,5;32,2;23,7
2001;3503109;Arandu;6096;3100;2996;96,6;28,9;21,3
2001;3503158;Arapeí;2620;1309;1311;100,2;31,4;16,7
2001;3503208;Araraquara;184957;89893;95064;105,8;32,7;184,3
2001;3503307;Araras;105512;52682;52830;100,3;31,2;163,6
2001;3503356;Arco-Íris;2149;1132;1017;89,8;33;8,1
2001;3503406;Arealva;7305;3754;3551;94,6;34,2;14,4
2001;3503505;Areias;3609;1822;1787;98,1;29,4;11,8
2001;3503604;Areiópolis;10349;5326;5023;94,3;27,2;120,5
2001;3503703;Ariranha;7573;3867;3706;95,8;32,6;57,1
2001;3503802;Artur Nogueira;34153;17127;17026;99,4;28,9;191,8
2001;3503901;Arujá;60632;30214;30418;100,7;27,6;630,5
2001;3503950;Aspásia;1863;966;897;92,9;33,7;26,9
2001;3504008;Assis;88036;42827;45209;105,6;32,6;191,1
2001;3504107;Atibaia;112779;56020;56759;101,3;30,6;235,7
2001;3504206;Auriflama;13597;6853;6744;98,4;32,5;31,3
2001;3504305;Avaí;4636;2409;2227;92,4;30,7;8,6
2001;3504404;Avanhandava;9082;4570;4512;98,7;29,7;26,8
2001;3504503;Avaré;77062;38460;38602;100,4;30,9;63,5
2001;3504602;Bady Bassitt;11816;5951;5865;98,6;31;107,1
2001;3504701;Balbinos;1550;834;716;85,9;32,9;16,9
2001;3504800;Bálsamo;7429;3700;3729;100,8;34;49,6
2001;3504909;Bananal;9782;4854;4928;101,5;31,5;15,9
2001;3505005;Barão de Antonina;2832;1449;1383;95,4;31,9;18,5
2001;3505104;Barbosa;5913;2980;2933;98,4;30,4;28,8
2001;3505203;Bariri;28601;14324;14277;99,7;33,3;64,4
2001;3505302;Barra Bonita;35480;17697;17783;100,5;31,9;236,3
2001;3505351;Barra do Chapéu;4897;2635;2262;85,8;28;12,1
2001;3505401;Barra do Turvo;8079;4241;3838;90,5;27,9;8
2001;3505500;Barretos;104703;51011;53692;105,3;32,1;66,9
2001;3505609;Barrinha;24601;12470;12131;97,3;27;168,5
2001;3505708;Barueri;211109;104150;106959;102,7;26,9;3213,2
2001;3505807;Bastos;20601;10239;10362;101,2;30,4;120,5
2001;3505906;Batatais;51652;25604;26048;101,7;32;60,8
2001;3506003;Bauru;318803;155669;163134;104,8;31,6;477,5
2001;3506102;Bebedouro;74942;36918;38024;103;31,4;109,7
2001;3506201;Bento de Abreu;2417;1237;1180;95,4;31,5;8
2001;3506300;Bernardino de Campos;10729;5309;5420;102,1;33,4;43,9
2001;3506359;Bertioga;31416;16176;15240;94,2;27,1;63,9
2001;3506409;Bilac;6191;3055;3136;102,7;34,1;39,2
2001;3506508;Birigui;95652;47079;48573;103,2;31,6;180,5
2001;3506607;Biritiba Mirim;25030;12688;12342;97,3;28,5;78,9
2001;3506706;Boa Esperança do Sul;12693;6448;6245;96,9;29,1;18,4
2001;3506805;Bocaina;9564;4771;4793;100,5;31,8;26,3
2001;3506904;Bofete;7573;3960;3613;91,2;30,4;11,6
2001;3507001;Boituva;35619;18025;17594;97,6;29,5;143,1
2001;3507100;Bom Jesus dos Perdões;13907;6989;6918;99;29,3;128,3
2001;3507159;Bom Sucesso de Itararé;3245;1675;1570;93,7;25,5;24,3
2001;3507209;Borá;801;414;387;93,5;31,1;6,7
2001;3507308;Boracéia;3786;1952;1834;94;31;31
2001;3507407;Borborema;13333;6762;6571;97,2;33;24,1
2001;3507456;Borebi;1963;1018;945;92,8;29,1;5,6
2001;3507506;Botucatu;110108;53726;56382;104,9;31,8;74,3
2001;3507605;Bragança Paulista;127156;62915;64241;102,1;31,1;248,1
2001;3507704;Braúna;4440;2267;2173;95,9;33,8;22,7
2001;3507753;Brejo Alegre;2338;1213;1125;92,7;30,8;22,1
2001;3507803;Brodowski;17531;8801;8730;99,2;31,2;63
2001;3507902;Brotas;19115;9625;9490;98,6;31,5;17,4
2001;3508009;Buri;17678;9272;8406;90,7;27,8;14,8
2001;3508108;Buritama;14017;6979;7038;100,8;32,3;42,9
2001;3508207;Buritizal;3711;1891;1820;96,2;32,5;13,9
2001;3508306;Cabrália Paulista;4636;2333;2303;98,7;29,2;19,3
2001;3508405;Cabreúva;33842;17316;16526;95,4;27,3;130
2001;3508504;Caçapava;77050;38252;38798;101,4;29,9;208,8
2001;3508603;Cachoeira Paulista;27534;13650;13884;101,7;30,9;95,6
2001;3508702;Caconde;18458;9348;9110;97,5;30,7;39,4
2001;3508801;Cafelândia;15915;7870;8045;102,2;32,4;17,3
2001;3508900;Caiabu;4082;2090;1992;95,3;31,9;16,1
2001;3509007;Caieiras;72444;35910;36534;101,7;28;741,9
2001;3509106;Caiuá;4273;2233;2040;91,4;31;7,8
2001;3509205;Cajamar;51951;26167;25784;98,5;27;395,4
2001;3509254;Cajati;29203;15058;14145;93,9;27,1;64,3
2001;3509304;Cajobi;9233;4767;4466;93,7;31,7;52,2
2001;3509403;Cajuru;21063;10668;10395;97,4;30,3;31,9
2001;3509452;Campina do Monte Alegre;5241;2693;2548;94,6;30,1;28,4
2001;3509502;Campinas;980449;477168;503281;105,5;31,6;1233,9
2001;3509601;Campo Limpo Paulista;64666;32194;32472;100,9;28,8;814,4
2001;3509700;Campos do Jordão;44658;22152;22506;101,6;28,2;154
2001;3509809;Campos Novos Paulista;4209;2180;2029;93,1;31,7;8,7
2001;3509908;Cananéia;12296;6211;6085;98;28,7;9,9
2001;3509957;Canas;3677;1902;1775;93,3;28,9;69
2001;3510005;Cândido Mota;29376;14662;14714;100,4;31,5;49,3
2001;3510104;Cândido Rodrigues;2620;1292;1328;102,8;35,6;37
2001;3510153;Canitar;3574;1822;1752;96,2;28;62,2
2001;3510203;Capão Bonito;46881;23546;23335;99,1;28,5;28,6
2001;3510302;Capela do Alto;14570;7482;7088;94,7;28,5;85,8
2001;3510401;Capivari;42136;20973;21163;100,9;30;130,5
2001;3510500;Caraguatatuba;80934;40681;40253;98,9;29,2;166,9
2001;3510609;Carapicuíba;346764;169799;176965;104,2;27,6;10037,8
2001;3510708;Cardoso;11669;5774;5895;102,1;33,3;18,3
2001;3510807;Casa Branca;26924;14202;12722;89,6;32,5;31,2
2001;3510906;Cássia dos Coqueiros;2873;1487;1386;93,2;31,5;15
2001;3511003;Castilho;15252;7621;7631;100,1;31,3;14,3
2001;3511102;Catanduva;106512;52149;54363;104,2;33,1;366,5
2001;3511201;Catiguá;6617;3394;3223;95;31,6;44,6
2001;3511300;Cedral;6822;3438;3384;98,4;34,4;34,5
2001;3511409;Cerqueira César;15388;7686;7702;100,2;31,3;30,1
2001;3511508;Cerquilho;30474;15221;15253;100,2;30,8;238,4
2001;3511607;Cesário Lange;13135;6873;6262;91,1;30,6;69
2001;3511706;Charqueada;13241;6673;6568;98,4;30;75,3
2001;3511904;Clementina;5561;2880;2681;93,1;30,6;33
2001;3512001;Colina;16738;8385;8353;99,6;31,2;39,6
2001;3512100;Colômbia;5949;3087;2862;92,7;28,7;8,2
2001;3512209;Conchal;22960;11567;11393;98,5;28,5;125,6
2001;3512308;Conchas;14989;7647;7342;96;32,4;32,2
2001;3512407;Cordeirópolis;17914;8959;8955;100;30,5;130,2
2001;3512506;Coroados;4503;2264;2239;98,9;31,1;18,2
2001;3512605;Coronel Macedo;5547;2853;2694;94,4;29,6;18,3
2001;3512704;Corumbataí;3809;1990;1819;91,4;30,7;13,7
2001;3512803;Cosmópolis;45715;22896;22819;99,7;29,7;295,6
2001;3512902;Cosmorama;7357;3724;3633;97,6;35;16,7
2001;3513009;Cotia;153980;76066;77914;102,4;28;475,3
2001;3513108;Cravinhos;28714;14596;14118;96,7;30;92,2
2001;3513207;Cristais Paulista;6679;3452;3227;93,5;29,6;17,3
2001;3513306;Cruzália;2586;1296;1290;99,5;31,9;17,3
2001;3513405;Cruzeiro;73917;36214;37703;104,1;30,7;241,8
2001;3513504;Cubatão;109475;55071;54404;98,8;28,1;766,2
2001;3513603;Cunha;23042;11931;11111;93,1;29,8;16,4
2001;3513702;Descalvado;29137;14514;14623;100,8;31,7;38,7
