ano;cod_ibge;nome_mun;populacao;homens;mulheres;razao_sexo;id_media;dens_demog
2004;3536406;Paulicéia;5739;2985;2754;92,3;30,3;15,3
2004;3536505;Paulínia;63136;31481;31655;100,6;30,1;454,9
2004;3536570;Paulistânia;1793;946;847;89,5;31,8;7
2004;3536604;Paulo de Faria;8553;4277;4276;100;32,4;11,6
2004;3536703;Pederneiras;38599;19455;19144;98,4;31,1;53,1
2004;3536802;Pedra Bela;5666;2983;2683;89,9;33;35,7
2004;3536901;Pedranópolis;2673;1374;1299;94,5;35,7;10,3
2004;3537008;Pedregulho;15323;7819;7504;96;30,8;21,5
2004;3537107;Pedreira;37833;18763;19070;101,6;32,1;347,7
2004;3537156;Pedrinhas Paulista;2900;1458;1442;98,9;32,5;19
2004;3537206;Pedro de Toledo;9625;4890;4735;96,8;30,4;14,4
2004;3537305;Penápolis;56280;27499;28781;104,7;33,6;79,1
2004;3537404;Pereira Barreto;25049;12355;12694;102,7;32,8;25,7
2004;3537503;Pereiras;6664;3403;3261;95,8;33,1;29,9
2004;3537602;Peruíbe;54901;27139;27762;102,3;31,5;168,3
2004;3537701;Piacatu;4882;2460;2422;98,5;33,4;21
2004;3537800;Piedade;51204;26567;24637;92,7;31,1;68,6
2004;3537909;Pilar do Sul;25053;12845;12208;95;30;36,8
2004;3538006;Pindamonhangaba;134803;66893;67910;101,5;30,2;184,3
2004;3538105;Pindorama;13898;7073;6825;96,5;34,6;75,2
2004;3538204;Pinhalzinho;11824;6058;5766;95,2;33,5;76,5
2004;3538303;Piquerobi;3503;1762;1741;98,8;33,8;7,3
2004;3538501;Piquete;14808;7204;7604;105,6;33,1;84,1
2004;3538600;Piracaia;24130;12165;11965;98,4;31,9;62,6
2004;3538709;Piracicaba;343710;169066;174644;103,3;32,3;249,4
2004;3538808;Piraju;28364;13853;14511;104,7;33,2;56,2
2004;3538907;Pirajuí;21218;11481;9737;84,8;33,4;25,8
2004;3539004;Pirangi;10290;5255;5035;95,8;34,6;47,7
2004;3539103;Pirapora do Bom Jesus;13745;6867;6878;100,2;27,3;126,7
2004;3539202;Pirapozinho;23266;11390;11876;104,3;32;48,7
2004;3539301;Pirassununga;67050;32977;34073;103,3;33,2;92,2
2004;3539400;Piratininga;11212;5625;5587;99,3;33,3;27,9
2004;3539509;Pitangueiras;32897;16829;16068;95,5;29,4;76,4
2004;3539608;Planalto;3978;2040;1938;95;31,6;13,7
2004;3539707;Platina;3002;1567;1435;91,6;31,6;9,2
2004;3539806;Poá;99738;48668;51070;104,9;29,3;5777,3
2004;3539905;Poloni;4992;2446;2546;104,1;36,3;36,9
2004;3540002;Pompéia;18949;9363;9586;102,4;32,9;24,1
2004;3540101;Pongaí;3616;1876;1740;92,8;35,5;19,7
2004;3540200;Pontal;33685;17326;16359;94,4;28,3;94,5
2004;3540259;Pontalinda;3750;1972;1778;90,2;31,3;17,9
2004;3540309;Pontes Gestal;2522;1257;1265;100,6;34,2;11,6
2004;3540408;Populina;4358;2234;2124;95,1;34,7;13,8
2004;3540507;Porangaba;7342;3846;3496;90,9;33,5;27,6
2004;3540606;Porto Feliz;47005;23589;23416;99,3;31,3;84,4
2004;3540705;Porto Ferreira;49002;24387;24615;100,9;32,1;200,1
2004;3540754;Potim;15901;8403;7498;89,2;28,2;356,2
2004;3540804;Potirendaba;14340;7334;7006;95,5;35;41,9
2004;3540853;Pracinha;2004;1174;830;70,7;32,8;31,8
2004;3540903;Pradópolis;14580;7419;7161;96,5;30,3;87,1
2004;3541000;Praia Grande;220340;106988;113352;105,9;31,2;1472,4
2004;3541059;Pratânia;4227;2197;2030;92,4;29,7;24,1
2004;3541109;Presidente Alves;4231;2121;2110;99,5;32,9;14,8
2004;3541208;Presidente Bernardes;14349;7317;7032;96,1;34,7;19,2
2004;3541307;Presidente Epitácio;40208;19887;20321;102,2;31,3;31,9
2004;3541406;Presidente Prudente;196965;95316;101649;106,6;32,9;351,3
2004;3541505;Presidente Venceslau;37754;18887;18867;99,9;33,8;50
2004;3541604;Promissão;32929;16534;16395;99,2;32,2;42,3
2004;3541653;Quadra;2863;1509;1354;89,7;32,7;13,9
2004;3541703;Quatá;12070;6009;6061;100,9;31,5;18,5
2004;3541802;Queiroz;2445;1249;1196;95,8;30,7;10,4
2004;3541901;Queluz;10036;5026;5010;99,7;30,3;40,2
2004;3542008;Quintana;5658;2836;2822;99,5;32,8;17,7
2004;3542107;Rafard;8491;4234;4257;100,5;31,8;69,8
2004;3542206;Rancharia;28948;14311;14637;102,3;32,5;18,2
2004;3542305;Redenção da Serra;3966;2111;1855;87,9;32,8;12,8
2004;3542404;Regente Feijó;17621;8796;8825;100,3;32,7;66,9
2004;3542503;Reginópolis;5778;3184;2594;81,5;33,2;14,1
2004;3542602;Registro;54357;26976;27381;101,5;30;75,3
2004;3542701;Restinga;5992;3033;2959;97,6;28,9;24,4
2004;3542800;Ribeira;3480;1818;1662;91,4;32;10,4
2004;3542909;Ribeirão Bonito;11609;5869;5740;97,8;31,2;24,6
2004;3543006;Ribeirão Branco;20441;10616;9825;92,5;26,8;29,3
2004;3543105;Ribeirão Corrente;4032;2118;1914;90,4;29,9;27,2
2004;3543204;Ribeirão do Sul;4477;2269;2208;97,3;33,4;22
2004;3543238;Ribeirão dos Índios;2214;1124;1090;97;35,2;11,3
2004;3543253;Ribeirão Grande;7428;3821;3607;94,4;29,9;22,3
2004;3543303;Ribeirão Pires;108374;53363;55011;103,1;31,1;1095
2004;3543402;Ribeirão Preto;544897;261978;282919;108;32,6;837,1
2004;3543501;Riversul;6844;3452;3392;98,3;32,3;17,7
2004;3543600;Rifaina;3390;1720;1670;97,1;33,2;20,9
2004;3543709;Rincão;10415;5260;5155;98;30,7;32,9
2004;3543808;Rinópolis;10122;5172;4950;95,7;35,2;28,2
2004;3543907;Rio Claro;175256;85542;89714;104,9;33,1;351,6
2004;3544004;Rio das Pedras;25792;13096;12696;96,9;30,1;113,8
2004;3544103;Rio Grande da Serra;39942;19864;20078;101,1;28,2;1099,1
2004;3544202;Riolândia;9292;5227;4065;77,8;31,4;14,7
2004;3544251;Rosana;22635;11414;11221;98,3;28,9;30,4
2004;3544301;Roseira;8972;4559;4413;96,8;29,9;69,1
2004;3544400;Rubiácea;2471;1259;1212;96,3;31,8;10,4
2004;3544509;Rubinéia;2722;1342;1380;102,8;35,7;11,2
2004;3544608;Sabino;4998;2502;2496;99,8;34,1;16,4
2004;3544707;Sagres;2417;1222;1195;97,8;32,9;16,3
2004;3544806;Sales;4906;2503;2403;96;33,3;15,9
2004;3544905;Sales Oliveira;9787;4888;4899;100,2;32,6;32
2004;3545001;Salesópolis;14904;7545;7359;97,5;30,9;35,1
2004;3545100;Salmourão;4576;2339;2237;95,6;33,1;26,5
2004;3545159;Saltinho;6260;3144;3116;99,1;33,4;62,8
2004;3545209;Salto;98192;48901;49291;100,8;30,8;738
2004;3545308;Salto de Pirapora;37157;18580;18577;100;30,4;132,5
2004;3545407;Salto Grande;8635;4318;4317;100;32,8;45,8
2004;3545506;Sandovalina;3334;1671;1663;99,5;29,6;7,3
2004;3545605;Santa Adélia;13838;6960;6878;98,8;33;41,9
2004;3545704;Santa Albertina;5674;2863;2811;98,2;36,4;20,8
2004;3545803;Santa Bárbara d'Oeste;174227;86845;87382;100,6;31,4;642,8
2004;3546009;Santa Branca;13354;6725;6629;98,6;31,8;49,1
2004;3546108;Santa Clara d'Oeste;2118;1073;1045;97,4;34,9;11,5
2004;3546207;Santa Cruz da Conceição;3718;1878;1840;98;33,6;24,8
2004;3546256;Santa Cruz da Esperança;1877;948;929;98;31,6;12,7
2004;3546306;Santa Cruz das Palmeiras;27278;13820;13458;97,4;30,9;92,4
2004;3546405;Santa Cruz do Rio Pardo;42205;20817;21388;102,7;32,8;37,9
2004;3546504;Santa Ernestina;5685;3022;2663;88,1;29,5;42,3
2004;3546603;Santa Fé do Sul;27694;13431;14263;106,2;34,6;134,1
2004;3546702;Santa Gertrudes;18115;9212;8903;96,6;29,7;184,3
2004;3546801;Santa Isabel;46612;23468;23144;98,6;30,2;128,3
2004;3546900;Santa Lúcia;7987;4074;3913;96;29,5;51,9
2004;3547007;Santa Maria da Serra;4945;2552;2393;93,8;30,3;19,6
2004;3547106;Santa Mercedes;2834;1429;1405;98,3;33,3;17
2004;3547205;Santana da Ponte Pensa;1795;916;879;96;37,8;13,8
2004;3547304;Santana de Parnaíba;87726;43581;44145;101,3;28,4;487,5
2004;3547403;Santa Rita d'Oeste;2659;1338;1321;98,7;37,5;12,7
2004;3547502;Santa Rita do Passa Quatro;26355;12815;13540;105,7;35,9;34,9
2004;3547601;Santa Rosa de Viterbo;22383;11122;11261;101,2;32,6;77,6
2004;3547650;Santa Salete;1417;734;683;93,1;37,3;17,9
2004;3547700;Santo Anastácio;20724;10133;10591;104,5;33,8;37,5
2004;3547809;Santo André;661589;318944;342645;107,4;33,3;3763,7
2004;3547908;Santo Antônio da Alegria;6012;3123;2889;92,5;33,1;19,4
2004;3548005;Santo Antônio de Posse;19148;9649;9499;98,4;30,9;124,2
2004;3548054;Santo Antônio do Aracanguá;7223;3728;3495;93,8;31,4;5,5
2004;3548104;Santo Antônio do Jardim;6089;3162;2927;92,6;33,2;55,4
2004;3548203;Santo Antônio do Pinhal;6406;3268;3138;96;30,7;48,2
2004;3548302;Santo Expedito;2626;1340;1286;96;34,2;27,8
2004;3548401;Santópolis do Aguapeí;3984;2021;1963;97,1;31,1;31,1
2004;3548500;Santos;419348;193179;226169;117,1;36,8;1492,2
2004;3548609;São Bento do Sapucaí;10438;5272;5166;98;33,2;41,3
2004;3548708;São Bernardo do Campo;728366;353550;374816;106;31;1778,5
2004;3548807;São Caetano do Sul;143752;66893;76859;114,9;37,5;9376,7
2004;3548906;São Carlos;204515;100953;103562;102,6;32,9;179,9
2004;3549003;São Francisco;2854;1439;1415;98,3;35;37,8
2004;3549102;São João da Boa Vista;80077;39173;40904;104,4;33,9;155,1
2004;3549201;São João das Duas Pontes;2639;1341;1298;96,8;33,3;20,4
2004;3549250;São João de Iracema;1721;874;847;96,9;33,4;9,6
2004;3549300;São João do Pau d'Alho;2163;1094;1069;97,7;36,7;18,4
2004;3549409;São Joaquim da Barra;43580;21445;22135;103,2;32,1;106,1
2004;3549508;São José da Bela Vista;8242;4217;4025;95,4;29,6;29,8
2004;3549607;São José do Barreiro;4126;2119;2007;94,7;31,7;7,2
2004;3549706;São José do Rio Pardo;51053;25241;25812;102,3;33,1;121,6
2004;3549805;São José do Rio Preto;378289;182529;195760;107,2;33,6;875,8
2004;3549904;São José dos Campos;575337;283482;291855;103;30,3;523,3
2004;3549953;São Lourenço da Serra;12968;6582;6386;97;29,4;69,5
2004;3550001;São Luiz do Paraitinga;10476;5408;5068;93,7;33,1;17
2004;3550100;São Manuel;37435;18483;18952;102,5;31,9;57,5
2004;3550209;São Miguel Arcanjo;31157;15908;15249;95,9;29,5;33,5
2004;3550308;São Paulo;10782296;5127759;5654537;110,3;32;7088
2004;3550407;São Pedro;29432;14448;14984;103,7;33,2;48,1
2004;3550506;São Pedro do Turvo;7037;3572;3465;97;31,8;9,6
2004;3550605;São Roque;71852;35618;36234;101,7;31,9;234,1
2004;3550704;São Sebastião;64212;32355;31857;98,5;28,9;159,6
2004;3550803;São Sebastião da Grama;12399;6321;6078;96,2;32,2;49,1
2004;3550902;São Simão;13988;6938;7050;101,6;32,7;22,7
2004;3551009;São Vicente;315318;152434;162884;106,9;31;2128,4
2004;3551108;Sarapuí;8340;4305;4035;93,7;30,9;23,7
2004;3551207;Sarutaiá;3679;1852;1827;98,7;32;26
2004;3551306;Sebastianópolis do Sul;2724;1388;1336;96,3;35,3;16,2
2004;3551405;Serra Azul;8965;4891;4074;83,3;30;31,7
2004;3551504;Serrana;35062;17627;17435;98,9;28,6;278,2
2004;3551603;Serra Negra;24894;12231;12663;103,5;34,8;122,2
2004;3551702;Sertãozinho;100776;50406;50370;99,9;30,8;250
2004;3551801;Sete Barras;13520;7026;6494;92,4;29,7;12,7
2004;3551900;Severínia;14363;7466;6897;92,4;29,8;102,3
2004;3552007;Silveiras;5572;2844;2728;95,9;31,3;13,4
2004;3552106;Socorro;34331;17107;17224;100,7;34,8;76,5
2004;3552205;Sorocaba;531040;260752;270288;103,7;31,3;1180,4
2004;3552304;Sud Mennucci;7380;3748;3632;96,9;31,3;12,4
2004;3552403;Sumaré;213842;106941;106901;100;29,3;1393,4
2004;3552502;Suzano;242655;119762;122893;102,6;28,8;1176,6
2004;3552551;Suzanápolis;3021;1559;1462;93,8;33,2;9,1
2004;3552601;Tabapuã;10821;5470;5351;97,8;34,4;31,3
2004;3552700;Tabatinga;13732;7012;6720;95,8;31,6;37,3
2004;3552809;Taboão da Serra;216763;104297;112466;107,8;28,8;10632
2004;3552908;Taciba;5438;2747;2691;98;31,7;9
2004;3553005;Taguaí;8745;4392;4353;99,1;30,6;60,2
2004;3553104;Taiaçu;5744;2908;2836;97,5;32,3;53,7
2004;3553203;Taiúva;5522;2759;2763;100,1;34,6;41,7
2004;3553302;Tambaú;22437;11287;11150;98,8;32,2;39,9
2004;3553401;Tanabi;23221;11554;11667;101;34,7;31,1
2004;3553500;Tapiraí;8420;4303;4117;95,7;29,2;11,2
2004;3553609;Tapiratiba;12917;6425;6492;101;31,8;58,2
2004;3553658;Taquaral;2733;1396;1337;95,8;32,1;50,7
2004;3553708;Taquaritinga;52979;26556;26423;99,5;32,5;89,1
2004;3553807;Taquarituba;22175;11103;11072;99,7;31,2;49,4
2004;3553856;Taquarivaí;4781;2426;2355;97,1;27,1;20,6
2004;3553906;Tarabai;6117;3088;3029;98,1;30,6;30,4
2004;3553955;Tarumã;11560;5917;5643;95,4;29,8;38,2
2004;3554003;Tatuí;99059;49194;49865;101,4;31,1;189,1
2004;3554102;Taubaté;258182;127026;131156;103,3;31,5;413,1
2004;3554201;Tejupá;5164;2687;2477;92,2;29,3;17,4
2004;3554300;Teodoro Sampaio;20682;10356;10326;99,7;29,7;13,3
2004;3554409;Terra Roxa;8028;4088;3940;96,4;32;36,2
2004;3554508;Tietê;33719;16730;16989;101,5;32,6;83,4
2004;3554607;Timburi;2708;1394;1314;94,3;34,2;13,8
2004;3554656;Torre de Pedra;2186;1134;1052;92,8;34,3;30,6
2004;3554706;Torrinha;9022;4566;4456;97,6;34,1;28,6
2004;3554755;Trabiju;1448;738;710;96,2;31;22,8
2004;3554805;Tremembé;37302;19542;17760;90,9;30,6;195,2
2004;3554904;Três Fronteiras;5300;2663;2637;99;35,4;35
2004;3554953;Tuiuti;5331;2737;2594;94,8;34,4;42,1
2004;3555000;Tupã;63677;30958;32719;105,7;34,9;101,4
2004;3555109;Tupi Paulista;13752;6978;6774;97,1;36,9;56,2
2004;3555208;Turiúba;1906;988;918;92,9;36,6;12,4
2004;3555307;Turmalina;2225;1108;1117;100,8;36,9;15,1
2004;3555356;Ubarana;4665;2416;2249;93,1;29,6;22,2
2004;3555406;Ubatuba;71857;36152;35705;98,8;29;101,5
2004;3555505;Ubirajara;4239;2184;2055;94,1;32,2;15
2004;3555604;Uchoa;9213;4610;4603;99,8;34,9;36,5
2004;3555703;União Paulista;1460;759;701;92,4;33,7;18,5
2004;3555802;Urânia;8886;4435;4451;100,4;35;42,5
2004;3555901;Uru;1342;701;641;91,4;34,8;9,1
2004;3556008;Urupês;12229;6133;6096;99,4;35,4;37,8
2004;3556107;Valentim Gentil;9541;4832;4709;97,5;32,4;63,7
2004;3556206;Valinhos;92360;45869;46491;101,4;32,8;621,8
2004;3556305;Valparaíso;20113;10735;9378;87,4;31,4;23,5
2004;3556354;Vargem;7702;3958;3744;94,6;32,9;54
2004;3556404;Vargem Grande do Sul;37478;18664;18814;100,8;32,2;140,3
2004;3556453;Vargem Grande Paulista;36655;18307;18348;100,2;28,8;862,7
2004;3556503;Várzea Paulista;98400;49298;49102;99,6;28,8;2801,8
2004;3556602;Vera Cruz;11013;5457;5556;101,8;33,6;44,5
2004;3556701;Vinhedo;53561;26619;26942;101,2;32,2;661,7
2004;3556800;Viradouro;16496;8341;8155;97,8;31,5;75,8
2004;3556909;Vista Alegre do Alto;5573;2827;2746;97,1;32,1;58,4
2004;3556958;Vitória Brasil;1705;877;828;94,4;33,2;34,2
2004;3557006;Votorantim;101328;50491;50837;100,7;29,9;550,1
2004;3557105;Votuporanga;79362;38875;40487;104,1;34,1;188,6
2004;3557154;Zacarias;2104;1077;1027;95,4;33,9;6,6
2004;3557204;Chavantes;12178;6070;6108;100,6;31,7;64,5
2004;3557303;Estiva Gerbi;9339;4778;4561;95,5;30,4;126
2005;3500105;Adamantina;33764;16426;17338;105,6;35,7;82
2005;3500204;Adolfo;3644;1846;1798;97,4;34,3;17,3
2005;3500303;Aguaí;30184;15178;15006;98,9;31,6;63,6
2005;3500402;Águas da Prata;7330;3657;3673;100,4;35,9;51,4
2005;3500501;Águas de Lindóia;16698;8231;8467;102,9;33,8;277,7
2005;3500550;Águas de Santa Bárbara;5428;2721;2707;99,5;33;13,4
2005;3500600;Águas de São Pedro;2287;1057;1230;116,4;39,5;633,1
2005;3500709;Agudos;33580;16654;16926;101,6;31;34,7
2005;3500758;Alambari;4256;2170;2086;96,1;30,7;26,7
2005;3500808;Alfredo Marcondes;3811;1942;1869;96,2;36,3;32
2005;3500907;Altair;3656;1954;1702;87,1;30,5;11,7
2005;3501004;Altinópolis;15672;7881;7791;98,9;33,1;16,9
2005;3501103;Alto Alegre;4187;2168;2019;93,1;36,5;13,1
2005;3501152;Alumínio;16140;8147;7993;98,1;29,3;193
2005;3501202;Álvares Florence;4125;2133;1992;93,4;37,5;11,4
2005;3501301;Álvares Machado;23261;11609;11652;100,4;32,2;66,9
2005;3501400;Álvaro de Carvalho;4375;2691;1684;62,6;31,2;28,5
2005;3501509;Alvinlândia;2918;1460;1458;99,9;31,6;34,4
2005;3501608;Americana;196838;96905;99933;103,1;33,5;1469,9
2005;3501707;Américo Brasiliense;31251;15822;15429;97,5;29,1;254,2
2005;3501806;Américo de Campos;5662;2838;2824;99,5;35,5;22,4
2005;3501905;Amparo;63268;31377;31891;101,6;33,9;142,1
2005;3502002;Analândia;3923;2022;1901;94;32,6;12
2005;3502101;Andradina;55433;27299;28134;103,1;34,2;57,5
2005;3502200;Angatuba;20828;10638;10190;95,8;31,8;20,3
2005;3502309;Anhembi;5055;2605;2450;94;31,4;6,9
2005;3502408;Anhumas;3576;1807;1769;97,9;32,5;11,1
2005;3502507;Aparecida;34872;16982;17890;105,3;32,2;288,5
2005;3502606;Aparecida d'Oeste;4720;2324;2396;103,1;36;26,4
2005;3502705;Apiaí;26447;13281;13166;99,1;29,1;27,1
2005;3502754;Araçariguama;14017;7173;6844;95,4;28,3;96,5
2005;3502804;Araçatuba;175829;84865;90964;107,2;34;150,7
2005;3502903;Araçoiaba da Serra;23503;11785;11718;99,4;32,2;92,1
2005;3503000;Aramina;4944;2504;2440;97,4;33,6;24,4
2005;3503109;Arandu;6175;3129;3046;97,3;30,8;21,6
2005;3503158;Arapeí;2550;1274;1276;100,2;32,6;16,3
2005;3503208;Araraquara;195328;94644;100684;106,4;34;194,6
2005;3503307;Araras;111305;55319;55986;101,2;32,7;172,6
2005;3503356;Arco-Íris;2055;1062;993;93,5;34,9;7,8
2005;3503406;Arealva;7566;3872;3694;95,4;35,6;14,9
2005;3503505;Areias;3668;1836;1832;99,8;30,8;12
2005;3503604;Areiópolis;10501;5413;5088;94;28,6;122,2
2005;3503703;Ariranha;8011;4094;3917;95,7;33,4;60,4
2005;3503802;Artur Nogueira;38633;19352;19281;99,6;30,3;217
2005;3503901;Arujá;67010;33265;33745;101,4;29,1;696,8
2005;3503950;Aspásia;1843;939;904;96,3;35,3;26,6
2005;3504008;Assis;91184;44380;46804;105,5;33,9;198
2005;3504107;Atibaia;119342;59039;60303;102,1;32,1;249,4
2005;3504206;Auriflama;13935;6997;6938;99,2;34,1;32,1
2005;3504305;Avaí;4777;2450;2327;95;31,8;8,8
2005;3504404;Avanhandava;10045;5257;4788;91,1;30,6;29,7
2005;3504503;Avaré;79708;39699;40009;100,8;32,3;65,7
2005;3504602;Bady Bassitt;13057;6537;6520;99,7;32,4;118,3
2005;3504701;Balbinos;2506;1626;880;54,1;33,7;27,3
2005;3504800;Bálsamo;7743;3829;3914;102,2;35,4;51,7
2005;3504909;Bananal;10007;4965;5042;101,6;32,7;16,2
2005;3505005;Barão de Antonina;2960;1515;1445;95,4;33,1;19,3
2005;3505104;Barbosa;6233;3141;3092;98,4;31,7;30,4
2005;3505203;Bariri;29965;15011;14954;99,6;34,2;67,4
2005;3505302;Barra Bonita;35480;17559;17921;102,1;33,7;236,3
2005;3505351;Barra do Chapéu;5075;2709;2366;87,3;29,5;12,5
2005;3505401;Barra do Turvo;7977;4191;3786;90,3;29,7;7,9
2005;3505500;Barretos;107919;52392;55527;106;33,4;68,9
2005;3505609;Barrinha;26287;13279;13008;98;28,2;180
2005;3505708;Barueri;224616;110178;114438;103,9;28,4;3418,8
2005;3505807;Bastos;20658;10211;10447;102,3;32;120,9
2005;3505906;Batatais;53857;26587;27270;102,6;33,3;63,4
2005;3506003;Bauru;330750;161020;169730;105,4;32,9;495,4
2005;3506102;Bebedouro;75211;36869;38342;104;33;110,1
2005;3506201;Bento de Abreu;2511;1280;1231;96,2;32,4;8,3
2005;3506300;Bernardino de Campos;10790;5304;5486;103,4;34,7;44,2
2005;3506359;Bertioga;38500;19585;18915;96,6;28,3;78,3
2005;3506409;Bilac;6607;3270;3337;102;35,4;41,8
2005;3506508;Birigui;101458;49770;51688;103,9;33;191,4
2005;3506607;Biritiba Mirim;26630;13475;13155;97,6;30;83,9
2005;3506706;Boa Esperança do Sul;13148;6654;6494;97,6;30,4;19
2005;3506805;Bocaina;10125;5048;5077;100,6;32,8;27,8
2005;3506904;Bofete;8480;4389;4091;93,2;32;13
2005;3507001;Boituva;41090;20748;20342;98;30,7;165,1
2005;3507100;Bom Jesus dos Perdões;16453;8277;8176;98,8;30,5;151,8
2005;3507159;Bom Sucesso de Itararé;3395;1739;1656;95,2;26,9;25,4
2005;3507209;Borá;803;407;396;97,3;32,3;6,8
2005;3507308;Boracéia;3988;2043;1945;95,2;32;32,7
2005;3507407;Borborema;13916;7049;6867;97,4;34,1;25,2
2005;3507456;Borebi;2115;1077;1038;96,4;30,4;6,1
2005;3507506;Botucatu;117775;57324;60451;105,5;33;79,4
2005;3507605;Bragança Paulista;136080;67140;68940;102,7;32,5;265,5
2005;3507704;Braúna;4685;2379;2306;96,9;34,6;24
2005;3507753;Brejo Alegre;2454;1265;1189;94;32,3;23,2
2005;3507803;Brodowski;19191;9585;9606;100,2;32,3;68,9
2005;3507902;Brotas;20247;10137;10110;99,7;32,5;18,4
2005;3508009;Buri;18151;9417;8734;92,7;29,1;15,2
2005;3508108;Buritama;14630;7311;7319;100,1;33,7;44,8
2005;3508207;Buritizal;3860;1967;1893;96,2;33,9;14,5
2005;3508306;Cabrália Paulista;4547;2305;2242;97,3;30,8;18,9
2005;3508405;Cabreúva;37275;19009;18266;96,1;28,6;143,2
2005;3508504;Caçapava;80490;39940;40550;101,5;31,4;218,1
2005;3508603;Cachoeira Paulista;28674;14145;14529;102,7;32,3;99,6
2005;3508702;Caconde;18631;9396;9235;98,3;32,3;39,8
2005;3508801;Cafelândia;16235;8014;8221;102,6;33,7;17,6
2005;3508900;Caiabu;4105;2104;2001;95,1;33,6;16,2
2005;3509007;Caieiras;78723;38806;39917;102,9;29,4;806,2
2005;3509106;Caiuá;4609;2414;2195;90,9;32,8;8,4
2005;3509205;Cajamar;57352;28789;28563;99,2;28,3;436,5
2005;3509254;Cajati;29020;14831;14189;95,7;28,7;63,9
2005;3509304;Cajobi;9525;4909;4616;94;33,2;53,8
2005;3509403;Cajuru;22083;11130;10953;98,4;31,6;33,5
2005;3509452;Campina do Monte Alegre;5415;2787;2628;94,3;31,4;29,4
2005;3509502;Campinas;1024207;496651;527556;106,2;32,9;1289
2005;3509601;Campo Limpo Paulista;68835;34099;34736;101,9;30,2;866,9
2005;3509700;Campos do Jordão;46364;22878;23486;102,7;29,7;159,9
2005;3509809;Campos Novos Paulista;4348;2239;2109;94,2;32,6;9
2005;3509908;Cananéia;12270;6175;6095;98,7;30,4;9,9
2005;3509957;Canas;3973;2036;1937;95,1;29,7;74,6
2005;3510005;Cândido Mota;29646;14686;14960;101,9;33;49,8
2005;3510104;Cândido Rodrigues;2652;1305;1347;103,2;36,9;37,4
2005;3510153;Canitar;3979;2026;1953;96,4;28,8;69,2
2005;3510203;Capão Bonito;47053;23565;23488;99,7;30,1;28,7
2005;3510302;Capela do Alto;15921;8184;7737;94,5;29,9;93,7
2005;3510401;Capivari;45054;22496;22558;100,3;31,1;139,5
2005;3510500;Caraguatatuba;89783;44864;44919;100,1;30,7;185,1
2005;3510609;Carapicuíba;357275;174344;182931;104,9;29;10342,1
2005;3510708;Cardoso;11768;5818;5950;102,3;34,8;18,4
2005;3510807;Casa Branca;27562;14565;12997;89,2;33,6;31,9
2005;3510906;Cássia dos Coqueiros;2795;1440;1355;94,1;33,2;14,6
2005;3511003;Castilho;16436;8207;8229;100,3;32,4;15,4
2005;3511102;Catanduva;109368;53352;56016;105;34,5;376,4
2005;3511201;Catiguá;6843;3495;3348;95,8;32,8;46,1
2005;3511300;Cedral;7331;3680;3651;99,2;35,6;37,1
2005;3511409;Cerqueira César;16420;8168;8252;101;32,3;32,1
2005;3511508;Cerquilho;34413;17138;17275;100,8;32;269,3
2005;3511607;Cesário Lange;14157;7382;6775;91,8;31,7;74,4
2005;3511706;Charqueada;14046;7115;6931;97,4;31,2;79,9
2005;3511904;Clementina;6188;3202;2986;93,3;31,3;36,7
2005;3512001;Colina;17068;8515;8553;100,4;32,6;40,4
2005;3512100;Colômbia;5964;3073;2891;94,1;30,4;8,2
2005;3512209;Conchal;24041;12138;11903;98,1;29,9;131,5
2005;3512308;Conchas;15567;7887;7680;97,4;33,4;33,4
2005;3512407;Cordeirópolis;19287;9671;9616;99,4;31,7;140,2
2005;3512506;Coroados;4821;2415;2406;99,6;32,6;19,5
2005;3512605;Coronel Macedo;5302;2722;2580;94,8;31,5;17,5
2005;3512704;Corumbataí;3833;1980;1853;93,6;32;13,8
2005;3512803;Cosmópolis;51481;25768;25713;99,8;30,6;332,9
2005;3512902;Cosmorama;7319;3701;3618;97,8;36,5;16,6
2005;3513009;Cotia;175036;86184;88852;103,1;29,4;540,2
2005;3513108;Cravinhos;30112;15214;14898;97,9;31,4;96,7
2005;3513207;Cristais Paulista;7090;3644;3446;94,6;31,1;18,4
2005;3513306;Cruzália;2468;1220;1248;102,3;33,9;16,5
2005;3513405;Cruzeiro;75381;36819;38562;104,7;32,1;246,6
2005;3513504;Cubatão;113869;57089;56780;99,5;29,3;797
2005;3513603;Cunha;22684;11676;11008;94,3;31,7;16,1
2005;3513702;Descalvado;30030;14904;15126;101,5;33,3;39,8
2005;3513801;Diadema;372856;181780;191076;105,1;29,1;12132,5
2005;3513850;Dirce Reis;1652;850;802;94,4;35,7;18,7
2005;3513900;Divinolândia;11707;5911;5796;98,1;34,1;52,3
2005;3514007;Dobrada;7447;3894;3553;91,2;29,4;49,7
2005;3514106;Dois Córregos;23539;11808;11731;99,3;32,8;37,2
2005;3514205;Dolcinópolis;2129;1108;1021;92,1;35,8;27,3
2005;3514304;Dourado;8627;4403;4224;95,9;34,4;41,9
2005;3514403;Dracena;41974;20599;21375;103,8;35,5;86,1
2005;3514502;Duartina;12433;6087;6346;104,3;34,8;47
2005;3514601;Dumont;7227;3671;3556;96,9;31,1;64,9
2005;3514700;Echaporã;6612;3284;3328;101,3;32,6;12,8
